date, pm25, pm10, o3, no2, so2, co
2021/8/24, 65, 42, 14, 3, 7, 5
2021/8/25, 57, , , 2, , 
2021/8/27, 55, , , , , 
2021/8/31, 46, 36, 14, 2, 7, 5
2021/9/1, 62, 40, 14, 2, 6, 6
2021/9/2, 49, 43, 23, 4, 6, 6
2021/9/3, 57, 49, 28, 6, 6, 7
2021/9/4, 66, , 19, 8, 4, 2
2021/9/5, 156, 38, 15, 3, 6, 4
2021/9/6, 52, 39, 13, 2, 6, 4
2021/9/7, 41, 35, 17, 2, 6, 4
2021/9/8, 53, 23, 15, 3, 7, 5
2021/9/9, 42, 27, 14, 3, 8, 7
2021/9/10, 38, , , , , 
2021/9/20, 39, 30, 19, 3, 8, 7
2021/9/21, 41, 37, 19, 3, 6, 4
2021/9/22, 58, 37, 16, 3, 6, 4
2021/9/23, 66, 40, 16, 3, 6, 5
2021/9/24, 72, 39, 13, 3, 5, 6
2021/9/25, 64, 55, 11, 6, 7, 5
2021/9/26, 53, 51, 15, 5, 8, 4
2021/9/27, 65, 53, 11, 3, 11, 4
2021/9/28, 51, 31, 15, 3, 6, 4
2021/9/29, 61, , , , , 
2021/4/1, 104, 113, 23, 12, 5, 3
2021/4/2, 118, 90, 23, 13, 6, 4
2021/4/3, 114, 88, 19, 12, 4, 1
2021/4/4, 121, 98, 22, 13, 5, 3
2021/4/5, 138, 89, 22, 14, 7, 6
2021/4/6, 142, 112, 16, 12, 6, 6
2021/4/7, 154, 157, 21, 13, 6, 3
2021/4/8, 161, 90, 28, 12, 5, 2
2021/4/9, 132, , , , , 
2021/4/12, 72, 61, 20, 6, 3, 2
2021/4/13, 111, 45, 19, 7, 5, 5
2021/4/14, 68, 42, 18, 11, 6, 6
2021/4/15, 133, 102, 22, 9, 6, 4
2021/4/16, 210, 73, 16, 2, 3, 2
2021/4/17, 106, 73, 14, 4, 2, 2
2021/4/18, 108, 58, 22, 6, 2, 2
2021/4/19, 99, 46, 14, 4, 2, 1
2021/4/20, 89, 78, 24, 6, 3, 1
2021/4/21, 144, 78, 24, 7, 4, 2
2021/4/22, 136, 68, 20, 8, 5, 2
2021/4/23, 130, 84, 21, 10, 5, 1
2021/4/24, 164, , , 6, , 
2021/4/30, 114, 32, 20, 7, 4, 4
2021/5/1, 79, 15, 15, 5, 6, 4
2021/5/2, 100, 39, 17, 5, 5, 2
2021/5/3, 82, 40, 12, 5, 4, 1
2021/5/4, 104, 32, 16, 6, 4, 3
2021/5/5, 62, 57, 14, 8, 4, 3
2021/5/6, 131, , , , , 
2021/5/13, 54, 33, 18, 6, 5, 1
2021/5/14, 65, 30, 18, 7, 4, 1
2021/5/15, 43, , , 6, , 
2021/5/17, 25, 29, 17, 6, 3, 2
2021/5/18, 46, , , 5, , 
2021/5/20, 61, 35, 14, 6, 4, 1
2021/5/21, 35, 38, 14, 8, 5, 1
2021/5/22, 66, , 14, 8, 4, 1
2021/5/24, 41, 33, 13, 6, 4, 1
2021/5/25, 37, 33, 13, 6, 5, 1
2021/5/26, 22, 29, 17, 5, 4, 2
2021/5/27, 56, 25, 16, 5, 4, 2
2021/5/28, 56, 25, 16, 5, 4, 2
2021/5/29, 51, 19, 11, 5, 4, 2
2021/5/30, 49, 41, 17, 5, 5, 3
2021/5/31, 77, 31, 12, 5, 4, 3
2021/6/1, 34, 23, 13, 4, 5, 2
2021/6/2, 40, 26, 13, 4, 5, 2
2021/6/3, 35, 27, 16, 4, 4, 3
2021/6/4, 38, 33, 15, 6, 4, 2
2021/6/5, 43, 21, 14, 6, 5, 3
2021/6/6, 38, 28, 14, 5, 6, 3
2021/6/7, 41, 25, 10, 5, 6, 3
2021/6/8, 11, , , , , 
2021/6/15, 28, 24, 21, 3, 6, 5
2021/6/16, 31, 45, 17, 3, 7, 3
2021/6/17, 66, 37, 17, 3, 7, 2
2021/6/18, 54, 30, 11, 4, 7, 3
2021/6/19, 46, , , 3, , 
2021/6/23, 65, 31, 18, 6, 9, 5
2021/6/24, 45, 28, 17, 4, 8, 3
2021/6/25, 54, 36, 16, 3, 7, 2
2021/6/26, 44, 31, 16, 3, 7, 3
2021/6/27, 44, 27, 16, 3, 7, 2
2021/6/28, 40, 19, 19, 3, 6, 1
2021/6/29, 43, 20, 17, 3, 7, 1
2021/6/30, 28, 22, 15, 3, 7, 2
2021/1/4, 143, 74, 22, 12, 4, 
2021/1/5, 108, 57, 22, 12, 4, 1
2021/1/6, 94, 55, 22, 12, 4, 
2021/1/7, 79, 53, 22, 12, 4, 
2021/1/8, 98, , , , , 
2021/1/13, 125, 80, 22, 12, 4, 
2021/1/14, 127, 85, 22, 12, 4, 
2021/1/15, 142, 81, 22, 12, 4, 
2021/1/16, 150, 84, 22, 12, 4, 
2021/1/17, 151, 69, 22, 12, 4, 2
2021/1/18, 117, 148, 22, 12, 4, 
2021/1/19, 149, 96, 22, 12, 4, 
2021/1/20, 133, 78, 22, 12, 3, 
2021/1/21, 150, 199, 22, 13, 3, 
2021/1/22, 156, 150, 18, 15, 3, 
2021/1/23, 165, 136, 11, 15, 3, 
2021/1/24, 161, 138, 14, 16, 5, 
2021/1/25, 159, 119, 12, 16, 6, 
2021/1/26, 156, 111, 10, 15, 5, 
2021/1/27, 163, 107, 10, 15, 6, 
2021/1/28, 151, 125, 17, 14, 6, 
2021/1/29, 153, 114, 28, 15, 7, 
2021/1/30, 153, 93, 28, 16, 6, 
2021/1/31, 151, 93, 26, 14, 5, 
2021/2/1, 154, 88, 26, 15, 6, 
2021/2/2, 127, 97, 24, 16, 6, 
2021/2/3, 118, 88, 24, 13, 4, 
2021/2/4, 114, 72, 24, 12, 4, 
2021/2/5, 121, , , , , 
2021/2/8, 121, 130, 13, 14, 6, 
2021/2/9, 133, 99, 13, 14, 6, 
2021/2/10, 138, 100, 13, 14, 6, 
2021/2/11, 144, 119, 13, 14, 6, 
2021/2/12, 141, 90, 13, 14, 6, 18
2021/2/13, 131, 87, 13, 14, 6, 18
2021/2/14, 132, 88, 13, 14, 5, 18
2021/2/15, 134, 92, 13, 14, 6, 18
2021/2/16, 136, 87, 20, 14, 6, 8
2021/2/17, 140, 77, 19, 14, 5, 6
2021/2/18, 121, 71, 19, 11, 4, 4
2021/2/19, 110, 66, 19, 12, 5, 5
2021/2/20, 105, 57, 19, 12, 5, 5
2021/2/21, 119, , , , , 
2021/2/23, 86, 121, 26, 10, 5, 5
2021/2/24, 115, 93, 25, 11, 4, 3
2021/2/25, 140, 92, 23, 11, 4, 3
2021/2/26, 144, 95, 21, 12, 5, 3
2021/2/27, 132, 97, 21, 12, 5, 2
2021/2/28, 118, 95, 27, 13, 6, 6
2021/3/1, 124, 88, 20, 13, 6, 5
2021/3/2, 112, 67, 20, 15, 7, 8
2021/3/3, 103, 69, 20, 14, 6, 7
2021/3/4, 118, 98, 23, 12, 6, 4
2021/3/5, 132, 92, 23, 12, 6, 4
2021/3/6, 136, 107, 23, 12, 5, 4
2021/3/7, 144, 103, 26, 12, 7, 4
2021/3/8, 149, 96, 26, 14, 7, 6
2021/3/9, 145, , , , , 
2021/3/11, 92, 74, 20, 13, 6, 6
2021/3/12, 99, , , , , 
2021/3/15, 127, 62, 24, 13, 7, 5
2021/3/16, 49, 73, 24, 13, 6, 5
2021/3/17, 119, 112, 24, 13, 6, 4
2021/3/18, 163, 87, 20, 12, 5, 4
2021/3/19, 123, 90, 18, 11, 5, 4
2021/3/20, 147, 32, 18, 9, 5, 4
2021/3/21, 78, 99, 23, 12, 6, 3
2021/3/22, 142, 66, 22, 11, 6, 5
2021/3/23, 99, 84, 24, 12, 6, 7
2021/3/24, 136, 83, 24, 12, 6, 7
2021/3/25, 135, 89, 19, 11, 6, 5
2021/3/26, 134, 84, 16, 13, 5, 5
2021/3/27, 135, 75, 16, 13, 6, 6
2021/3/28, 121, 101, 21, 12, 5, 5
2021/3/29, 140, 67, 25, 11, 5, 4
2021/3/30, 115, 70, 25, 10, 4, 2
2021/3/31, 107, 81, 25, 10, 5, 2
2020/10/1, 61, 59, 14, 7, 2, 
2020/10/2, 76, 67, 14, 7, 1, 
2020/10/3, 77, 53, 14, 7, 1, 
2020/10/4, 75, 68, 14, 7, 1, 
2020/10/5, 82, 77, 14, 7, 1, 
2020/10/6, 88, 78, 14, 7, 1, 
2020/10/7, 89, 79, 14, 7, 2, 
2020/10/8, 101, 64, 14, 7, 2, 
2020/10/9, 86, 43, 15, 7, 2, 1
2020/10/10, 60, , , , , 
2020/10/24, 94, , , , , 
2020/10/26, 111, 92, 14, 7, 3, 
2020/10/27, 117, 76, 14, 7, 2, 
2020/10/28, 112, , , , , 
2020/11/1, 150, 97, 14, 7, 2, 
2020/11/2, 120, 106, 14, 7, 1, 
2020/11/3, 126, 86, 14, 7, 2, 
2020/11/4, 127, 84, 14, 7, 2, 
2020/11/5, 102, 94, 14, 7, 2, 
2020/11/6, 118, 104, 14, 7, 3, 21
2020/11/7, 111, 82, 14, 7, 2, 
2020/11/8, 111, 86, 14, 7, 3, 
2020/11/9, 119, 89, 14, 7, 2, 318
2020/11/10, 123, 101, 14, 7, 3, 
2020/11/11, 138, 74, 14, 7, 3, 
2020/11/12, 89, 61, 14, 7, 3, 
2020/11/13, 89, 75, 14, 7, 3, 
2020/11/14, 107, 55, 14, 7, 2, 
2020/11/15, 89, 61, 14, 7, 2, 
2020/11/16, 97, 59, 14, 7, 3, 
2020/11/17, 81, 64, 14, 7, 2, 
2020/11/18, 91, 58, 14, 7, 2, 
2020/11/19, 77, 62, 14, 7, 3, 
2020/11/20, 81, 66, 14, 7, 3, 
2020/11/21, 91, 79, 14, 7, 2, 
2020/11/22, 106, 79, 14, 7, 2, 
2020/11/23, 142, 79, 14, 7, 2, 
2020/11/24, 132, 72, 14, 7, 3, 
2020/11/25, 136, 71, 14, 7, 2, 
2020/11/26, 118, 71, 14, 7, 1, 
2020/11/27, 123, 62, 14, 7, 2, 
2020/11/28, 99, 71, 14, 7, 3, 
2020/11/29, 106, 91, 14, 7, 3, 
2020/11/30, 117, 79, 14, 7, 3, 
2020/12/1, 138, 76, 14, 7, 3, 
2020/12/2, 140, 103, 14, 7, 2, 
2020/12/3, 145, 95, 14, 7, 2, 
2020/12/4, 143, 94, 14, 7, 1, 
2020/12/5, 138, 77, 14, 7, 1, 
2020/12/6, 145, 73, 14, 7, 2, 
2020/12/7, 93, 69, 14, 7, 1, 
2020/12/8, 107, 73, 14, 7, 1, 9
2020/12/9, 99, 59, 14, 7, 1, 10
2020/12/10, 82, 81, 14, 7, 1, 
2020/12/11, 111, 73, 14, 7, 1, 
2020/12/12, 109, 59, 14, 7, 1, 
2020/12/13, 98, 94, 14, 7, 2, 
2020/12/14, 118, 86, 14, 7, 1, 
2020/12/15, 124, 84, 14, 7, 1, 
2020/12/16, 137, 72, 14, 7, 2, 
2020/12/17, 129, 102, 14, 7, 1, 
2020/12/18, 149, 86, 14, 7, 1, 
2020/12/19, 157, 83, 14, 7, 2, 
2020/12/20, 135, 81, 14, 7, 2, 
2020/12/21, 113, 108, 14, 7, 2, 
2020/12/22, 135, 99, 14, 7, 2, 
2020/12/23, 118, 91, 14, 7, 2, 
2020/12/24, 139, 81, 14, 7, 1, 
2020/12/25, 152, 107, 20, 12, 3, 
2020/12/26, 159, 81, 20, 21, 7, 
2020/12/27, 157, 121, 15, 14, 4, 
2020/12/28, 163, 114, 15, 14, 4, 
2020/12/29, 164, 108, 14, 17, 5, 
2020/12/30, 159, 98, 22, 15, 5, 
2020/12/31, 163, 97, 22, 12, 4, 
2021/1/1, 160, 104, 22, 12, 4, 
2021/1/2, 161, 99, 22, 12, 4, 
2021/1/3, 161, 89, 22, 12, 4, 
2020/7/1, 20, 17, 14, 7, 2, 19
2020/7/2, 19, 24, 14, 7, 2, 19
2020/7/3, 17, 21, 14, 7, 2, 20
2020/7/4, 18, 31, 14, 7, 2, 
2020/7/5, 28, 41, 14, 7, 2, 2
2020/7/6, 26, 35, 14, 7, 2, 
2020/7/7, 31, 27, 15, 7, 2, 
2020/7/8, 29, , , , , 
2020/7/10, 9, , , , , 
2020/7/16, 26, 27, 14, 7, 2, 
2020/7/17, 27, 21, 14, 7, 2, 
2020/7/18, 22, , , , , 
2020/7/22, 26, 21, 14, 7, 2, 54
2020/7/23, 34, 17, 14, 7, 2, 
2020/7/24, 46, 21, 14, 7, 2, 
2020/7/25, 32, 15, 14, 7, 2, 5
2020/7/26, 22, 21, 14, 7, 2, 
2020/7/27, 24, 20, 14, 7, 2, 
2020/7/28, 34, 30, 14, 7, 2, 
2020/7/29, 35, 32, 14, 7, 2, 
2020/7/30, 37, 30, 14, 7, 2, 
2020/7/31, 36, 37, 14, 7, 2, 
2020/8/1, 38, 18, 14, 7, 2, 
2020/8/2, 20, 22, 14, 7, 2, 
2020/8/3, 19, 21, 14, 7, 2, 
2020/8/4, 21, 18, 14, 7, 2, 
2020/8/5, 21, 33, 14, 7, 2, 
2020/8/6, 25, 35, 14, 7, 2, 
2020/8/7, 23, 36, 14, 7, 2, 
2020/8/8, 30, 33, 14, 7, 2, 
2020/8/9, 26, 28, 14, 7, 2, 
2020/8/10, 41, 12, 14, 7, 2, 
2020/8/11, 12, , , , , 
2020/9/4, 59, 56, 15, 7, 3, 
2020/9/5, 56, 41, 14, 7, 3, 
2020/9/6, 40, 52, 14, 7, 2, 
2020/9/7, 60, 41, 14, 7, 2, 
2020/9/8, 46, 47, 15, 7, 3, 
2020/9/9, 53, 27, 14, 7, 3, 
2020/9/10, 33, , , , , 
2020/9/19, 66, 41, 15, 8, 6, 1
2020/9/20, 83, , 15, 5, 4, 
2020/9/22, 4, , , 3, , 
2020/9/24, 34, 21, 14, 7, 2, 
2020/9/25, 28, 28, 15, 7, 2, 
2020/9/26, 35, 24, 14, 7, 2, 
2020/9/27, 28, 60, 14, 7, 1, 
2020/9/28, 60, 53, 14, 7, 1, 
2020/9/29, 55, 67, 14, 7, 2, 
2020/9/30, 71, 50, 14, 7, 2, 
2020/4/2, 103, 59, 14, , 2, 
2020/4/3, 107, 55, 14, , 2, 
2020/4/4, 103, 55, 14, , 1, 
2020/4/5, 101, 63, 14, , 2, 
2020/4/6, 97, 47, 14, , 2, 
2020/4/7, 84, 49, 14, 1, 2, 
2020/4/8, 71, 59, 14, , 1, 
2020/4/9, 80, 49, 14, , 2, 
2020/4/10, 77, 49, 14, , 2, 
2020/4/11, 82, 51, 14, , 2, 
2020/4/12, 87, 52, 14, , 2, 
2020/4/13, 86, 49, 14, , 2, 
2020/4/14, 90, 64, 14, , 2, 
2020/4/15, 106, 60, 14, , 2, 
2020/4/16, 102, 53, 14, 1, 2, 
2020/4/17, 91, 56, 14, , 2, 
2020/4/18, 96, 47, 14, , 2, 
2020/4/19, 91, 37, 14, , 2, 
2020/4/20, 70, 43, 14, , 2, 
2020/4/21, 82, 49, 14, , 2, 
2020/4/22, 72, 59, 14, , 2, 
2020/4/23, 81, 51, 14, , 2, 
2020/4/24, 78, 44, 14, , 2, 
2020/4/25, 67, 47, 14, , 2, 
2020/4/26, 62, 52, 14, , 2, 
2020/4/27, 69, 54, 14, , 2, 
2020/4/28, 77, 41, 14, , 2, 
2020/4/29, 64, 43, 14, , 2, 
2020/4/30, 72, 57, 14, , 2, 
2020/5/1, 83, 55, 14, , 2, 
2020/5/2, 79, 53, 14, , 2, 
2020/5/3, 77, 51, 14, , 1, 
2020/5/4, 72, 53, 14, , 1, 
2020/5/5, 63, 68, 14, , 2, 
2020/5/6, 78, 61, 14, , 2, 
2020/5/7, 71, 57, 14, , 3, 
2020/5/8, 75, 51, 14, , 4, 
2020/5/9, 73, 38, 14, , 3, 
2020/5/10, 66, 35, 14, , 3, 
2020/5/11, 59, 40, 14, , 2, 
2020/5/12, 70, 46, 14, , 2, 
2020/5/13, 73, 44, 14, , 2, 
2020/5/14, 75, 31, 14, , 2, 
2020/5/15, 63, 36, 14, , 2, 
2020/5/16, 64, 56, 14, , 2, 
2020/5/17, 76, 66, 14, , 2, 
2020/5/18, 81, 59, 14, , 2, 
2020/5/19, 68, 57, 14, 6, 2, 
2020/5/20, 68, 54, 14, 3, 2, 
2020/5/21, 68, 52, 14, 2, 2, 
2020/5/22, 67, 54, 14, 1, 1, 
2020/5/23, 68, 58, 14, , 2, 
2020/5/24, 72, 61, 14, , 1, 
2020/5/25, 79, 57, 14, , 2, 
2020/5/26, 71, 51, 14, , 2, 
2020/5/27, 61, 47, 14, , 2, 
2020/5/28, 57, 50, 14, , 1, 
2020/5/29, 61, 46, 14, , 2, 
2020/5/30, 60, 88, 14, , 2, 
2020/5/31, 65, 34, 14, , 2, 
2020/6/1, 68, 25, 14, , 3, 
2020/6/2, 37, 28, 14, , 3, 
2020/6/3, 46, 25, 14, , 3, 
2020/6/4, 32, 36, 14, , 3, 
2020/6/5, 50, 47, 14, , 2, 
2020/6/6, 50, 34, 14, , 2, 
2020/6/7, 48, 35, 14, , 2, 
2020/6/8, 41, 33, 14, , 3, 
2020/6/9, 43, 34, 14, , 3, 
2020/6/10, 67, 21, 14, , 3, 
2020/6/11, 34, 26, 14, , 3, 
2020/6/12, 35, 18, 14, , 3, 
2020/6/13, 24, 15, 14, , 3, 
2020/6/14, 24, 24, 14, , 3, 
2020/6/15, 28, 15, 14, , 3, 
2020/6/16, 22, 21, 14, , 3, 
2020/6/17, 22, 28, 14, , 3, 
2020/6/18, 31, , , , , 8
2020/6/20, 35, , , , , 
2020/6/23, 31, 38, 14, 7, 3, 17
2020/6/24, 31, 26, 14, 7, 3, 8
2020/6/25, 33, 23, 14, 7, 3, 14
2020/6/26, 26, 29, 14, 7, 3, 
2020/6/27, 38, 25, 14, 7, 2, 
2020/6/28, 33, 23, 14, 7, 2, 
2020/6/29, 27, 25, 14, 7, 2, 23
2020/6/30, 30, 16, 14, 7, 2, 18
2020/1/1, 97, 72, 9, 14, 7, 22
2020/1/2, 93, 85, 14, 15, 6, 17
2020/1/3, 126, 73, 15, 12, 7, 14
2020/1/4, 105, 82, 16, 14, 7, 16
2020/1/5, 129, 82, 17, 17, 7, 19
2020/1/6, 121, 71, 10, 13, 15, 23
2020/1/7, 88, 79, 11, 15, 2, 21
2020/1/8, 103, 79, 16, 12, 1, 18
2020/1/9, 131, , , , , 
2020/1/17, 117, 116, 13, 22, 1, 23
2020/1/18, 119, 84, 14, 18, , 23
2020/1/19, 107, 110, 13, 20, , 25
2020/1/20, 116, 92, 11, 19, , 26
2020/1/21, 117, 72, 11, 13, , 19
2020/1/22, 90, 135, 13, 29, 9, 31
2020/1/23, 115, 90, 13, 21, 13, 25
2020/1/24, 111, 110, 14, 22, 13, 27
2020/1/25, 126, 152, 10, 17, 9, 16
2020/1/26, 128, 111, 15, 20, 11, 23
2020/1/27, 127, 81, 16, 15, 13, 27
2020/1/28, 98, 67, 16, 13, 14, 22
2020/1/29, 93, 91, 19, 16, 14, 19
2020/1/30, 93, 102, 19, 21, 13, 17
2020/1/31, 129, 122, 21, 22, 13, 18
2020/2/1, 137, 68, 21, 8, 13, 12
2020/2/2, 106, , , , , 
2020/2/4, 119, 97, 14, 20, 13, 18
2020/2/5, 125, 119, 14, 21, 13, 21
2020/2/6, 141, 83, 16, 15, 12, 15
2020/2/7, 120, 82, 16, 13, 12, 15
2020/2/8, 124, 76, 14, 12, 12, 16
2020/2/9, 115, 75, 14, 13, 12, 18
2020/2/10, 100, 74, 12, 13, 12, 17
2020/2/11, 100, 86, 16, 16, 12, 20
2020/2/12, 113, 85, 16, 18, 11, 18
2020/2/13, 126, 105, 16, 23, 12, 18
2020/2/14, 135, 97, 16, 20, 12, 19
2020/2/15, 136, 130, 16, 24, 13, 24
2020/2/16, 134, 91, 16, 21, 12, 22
2020/2/17, 134, 91, 16, 22, 13, 20
2020/2/18, 118, 100, 16, 19, 13, 21
2020/2/19, 118, 90, 16, 21, 13, 24
2020/2/20, 127, 108, 16, 21, 14, 22
2020/2/21, 128, 104, 16, 20, 12, 25
2020/2/22, 108, 74, 16, 16, 12, 21
2020/2/23, 98, 86, 43, 19, 12, 21
2020/2/24, 103, 86, 43, 16, 12, 13
2020/2/25, 105, 76, 43, 17, 12, 10
2020/2/26, 96, 87, 22, 22, 12, 13
2020/2/27, 114, 92, 28, 20, 13, 16
2020/2/28, 119, 92, 28, 18, 13, 17
2020/2/29, 120, 74, 28, 10, 13, 13
2020/3/1, 111, 95, 28, 14, 13, 17
2020/3/2, 114, 115, 28, 18, 13, 23
2020/3/3, 105, 57, 28, 8, 13, 8
2020/3/4, 77, 108, 28, 16, 12, 13
2020/3/5, 122, 82, 28, 10, 13, 15
2020/3/6, 102, 85, 28, 11, 13, 13
2020/3/7, 83, 90, 28, 15, 13, 18
2020/3/8, 107, 80, 28, 14, 13, 12
2020/3/9, 140, 84, 28, 9, 13, 13
2020/3/10, 136, 66, 22, 8, 12, 29
2020/3/11, 92, 58, 14, 9, 12, 19
2020/3/12, 58, 70, 14, 5, 12, 15
2020/3/13, 74, 68, 14, 6, 12, 14
2020/3/14, 76, 74, 14, 8, 12, 18
2020/3/15, 95, 71, 14, 10, 12, 23
2020/3/16, 92, 72, 14, 11, 12, 24
2020/3/17, 99, 63, 14, 6, 12, 18
2020/3/18, 87, 58, 14, 7, 12, 17
2020/3/19, 83, 59, 14, 7, 12, 17
2020/3/20, 80, 72, 14, 6, 12, 14
2020/3/21, 90, 61, 14, 3, 12, 14
2020/3/22, 86, 65, 14, 4, 9, 14
2020/3/23, 88, 74, 14, 1, 1, 12
2020/3/24, 102, , , , , 
2019/10/1, 40, 42, 10, 11, 6, 6
2019/10/2, 54, 55, 9, 18, 6, 13
2019/10/3, 68, 28, 11, 9, 6, 7
2019/10/4, 44, 47, 9, 14, 6, 9
2019/10/5, 57, 36, 8, 17, 6, 9
2019/10/6, 58, 55, 9, 19, 6, 13
2019/10/7, 83, 62, 9, 15, 6, 9
2019/10/8, 87, 60, 9, 24, 6, 16
2019/10/9, 111, 40, 14, 14, 6, 15
2019/10/10, 68, 54, 10, 17, 6, 11
2019/10/11, 75, 66, 10, 18, 6, 12
2019/10/12, 73, 65, 10, 17, 6, 11
2019/10/13, 80, 77, 10, 20, 6, 15
2019/10/14, 103, 87, 12, 22, 6, 13
2019/10/15, 124, 89, 16, 20, 6, 14
2019/10/16, 140, 76, 13, 18, 6, 14
2019/10/17, 112, 51, 8, 17, 6, 13
2019/10/18, 63, 34, 9, 14, 6, 10
2019/10/19, 43, 40, 10, 12, 6, 9
2019/10/20, 50, 35, 14, 13, 6, 9
2019/10/21, 37, 53, 8, 19, 6, 14
2019/10/22, 60, 37, 7, 11, 6, 9
2019/10/23, 38, 41, 7, 14, 6, 11
2019/10/24, 42, 38, 8, 15, 6, 13
2019/10/25, 46, 48, 10, 16, 6, 13
2019/10/26, 53, 58, 9, 14, 6, 12
2019/10/27, 72, 70, 10, 18, 6, 15
2019/10/28, 96, 64, 11, 18, 6, 16
2019/10/29, 87, 46, 15, 15, 6, 12
2019/10/30, 63, 39, 11, 15, 6, 12
2019/10/31, 46, 45, 9, 14, 6, 11
2019/11/1, 59, 52, 8, 17, 6, 14
2019/11/2, 62, 56, 9, 17, 6, 12
2019/11/3, 70, 53, 11, 15, 6, 11
2019/11/4, 71, 58, 10, 13, 6, 9
2019/11/5, 94, 76, 11, 20, 6, 14
2019/11/6, 104, 59, 9, 18, 6, 16
2019/11/7, 81, 54, 10, 13, 6, 12
2019/11/8, 72, 59, 10, 16, 6, 10
2019/11/9, 78, 95, 11, 28, 6, 15
2019/11/10, 133, 97, 13, 28, 6, 18
2019/11/11, 148, 80, 19, 14, 6, 15
2019/11/12, 118, 82, 14, 15, 6, 12
2019/11/13, 125, 88, 19, 25, 6, 15
2019/11/14, 137, 86, 21, 23, 6, 17
2019/11/15, 137, 89, 24, 25, 6, 17
2019/11/16, 136, 83, 24, 20, 6, 13
2019/11/17, 135, 108, 32, 30, 6, 16
2019/11/18, 159, 115, 36, 30, 6, 18
2019/11/19, 159, 94, 31, 27, 6, 20
2019/11/20, 152, 98, 32, 24, 5, 17
2019/11/21, 154, 95, 29, 33, 5, 18
2019/11/22, 149, 85, 13, 25, 6, 26
2019/11/23, 129, 70, 29, 14, 5, 13
2019/11/24, 130, , , , , 
2019/11/26, 142, 90, 29, 27, 5, 19
2019/11/27, 132, 89, 27, 31, 5, 20
2019/11/28, 128, 89, 21, 27, 5, 25
2019/11/29, 115, 87, 28, 24, 5, 21
2019/11/30, 128, 75, 30, 21, 6, 17
2019/12/1, 120, 62, 16, 20, 6, 17
2019/12/2, 74, 63, 15, 20, 6, 18
2019/12/3, 82, 86, 26, 27, 6, 19
2019/12/4, 122, 95, 29, 24, 6, 18
2019/12/5, 151, 93, 39, 18, 6, 13
2019/12/6, 142, 108, 38, 32, 6, 17
2019/12/7, 156, 86, 31, 26, 6, 17
2019/12/8, 127, 79, 19, 30, 6, 22
2019/12/9, 101, 115, 24, 35, 6, 23
2019/12/10, 121, 89, 22, 36, 6, 25
2019/12/11, 120, 82, 21, 32, 6, 22
2019/12/12, 108, 85, 24, 31, 6, 20
2019/12/13, 117, 93, 18, 32, 6, 18
2019/12/14, 108, 82, 19, 31, 6, 19
2019/12/15, 100, 86, 20, 35, 6, 25
2019/12/16, 110, 82, 27, 31, 6, 21
2019/12/17, 107, 94, 27, 31, 6, 21
2019/12/18, 129, 101, 29, 35, 6, 19
2019/12/19, 141, 112, 33, 41, 6, 24
2019/12/20, 145, 107, 24, 65, 6, 28
2019/12/21, 142, 91, 34, 47, 6, 17
2019/12/22, 147, 91, 21, 44, 6, 20
2019/12/23, 137, 92, 16, 43, 6, 21
2019/12/24, 134, 73, 13, 34, 6, 20
2019/12/25, 115, 91, 12, 26, 6, 21
2019/12/26, 126, 89, 14, 16, 6, 19
2019/12/27, 131, 97, 18, 20, 6, 20
2019/12/28, 139, 78, 21, 11, 6, 24
2019/12/29, 82, , , , , 
2019/7/1, 47, 67, 11, 7, 4, 6
2019/7/2, 52, 79, 8, 5, 5, 5
2019/7/3, 46, , , , , 
2019/7/8, 55, 43, 10, 4, 4, 5
2019/7/9, 34, 49, 11, 4, 6, 4
2019/7/10, 42, 54, 11, 6, 5, 6
2019/7/11, 42, 53, 11, 6, 5, 6
2019/7/12, 45, 47, 13, 4, 5, 4
2019/7/13, 42, , 14, 3, 5, 3
2019/7/14, 42, 57, 15, 4, 5, 3
2019/7/15, 42, 48, 15, 3, 5, 3
2019/7/16, 47, 43, 16, 3, 5, 3
2019/7/17, 47, 54, 16, 5, 5, 4
2019/7/18, 57, 60, 14, 10, 6, 9
2019/7/19, 63, 26, 15, 5, 5, 5
2019/7/20, 35, , 10, 11, 5, 11
2019/7/21, 43, 77, 7, 12, 6, 13
2019/7/22, 41, 54, 9, 9, 6, 9
2019/7/23, 40, 49, 11, 5, 6, 6
2019/7/24, 35, 35, 14, 4, 5, 3
2019/7/25, 37, 40, 9, 7, 5, 7
2019/7/26, 40, 34, 13, 4, 5, 5
2019/7/27, 41, 44, 12, 4, 5, 6
2019/7/28, 48, 31, 11, 5, 5, 6
2019/7/29, 33, 21, 11, 7, 5, 8
2019/7/30, 31, 29, 8, 9, 5, 6
2019/7/31, 50, 42, 10, 7, 5, 4
2019/8/1, 49, 28, 9, 7, 5, 2
2019/8/2, 33, 30, 9, 11, 6, 2
2019/8/3, 67, 28, 11, 4, 6, 1
2019/8/4, 26, 39, 10, 5, 6, 2
2019/8/5, 24, 25, 9, 7, 6, 2
2019/8/6, 39, 25, 9, 7, 5, 2
2019/8/7, 30, 48, 10, 27, 6, 3
2019/8/8, 70, 87, 9, 58, 6, 
2019/8/9, 154, , , , , 
2019/8/20, 72, 37, 16, 54, 8, 8
2019/8/21, 73, 34, 13, 49, 8, 8
2019/8/22, 93, 30, 11, 48, 8, 
